3.403980399999999804e+02, 1.581879310344827516e+01
3.407779787842517294e+02, 2.376660672413793145e+04
3.411578753728139191e+02, 1.663233103448275870e+03
3.415377297593970525e+02, 1.636115172413793061e+03
3.419175419377116327e+02, 1.647414310344827527e+03
3.422973119014679924e+02, 1.674532241379310335e+03
3.426770396443767481e+02, 1.597698103448275788e+03
3.430567251601482894e+02, 1.588658793103448261e+03
3.434363684424930625e+02, 1.642894655172413877e+03
3.438159694851215704e+02, 1.658713448275861992e+03
3.441955282817443162e+02, 1.618036551724138008e+03
3.445750448260716894e+02, 1.647414310344827527e+03
3.449545191118141361e+02, 1.715209137931034547e+03
3.453339511326822162e+02, 1.715209137931034547e+03
3.457133408823863761e+02, 1.703910000000000082e+03
3.460926883546370050e+02, 1.715209137931034547e+03
3.464719935431446629e+02, 1.735547586206896540e+03
3.468512564416197392e+02, 1.724248448275862074e+03
3.472304770437727939e+02, 1.764925344827586287e+03
3.476096553433141594e+02, 1.731027931034482663e+03
3.479887913339544525e+02, 1.773964655172413813e+03
3.483678850094040058e+02, 1.796562931034482745e+03
3.487469363633733224e+02, 1.819161206896551676e+03
3.491259453895728484e+02, 2.142316551724137753e+03
3.495049120817131438e+02, 2.725352068965517446e+03
3.498838364335046549e+02, 2.833823793103448224e+03
3.502627184386577710e+02, 2.845122931034482917e+03
3.506415580908830520e+02, 2.820264827586207048e+03
3.510203553838908306e+02, 2.921957068965517465e+03
3.513991103113916665e+02, 2.973933103448275688e+03
3.517778228670960630e+02, 2.964893793103448388e+03
3.521564930447144093e+02, 2.926476724137930887e+03
3.525351208379572086e+02, 2.912917758620689710e+03
3.529137062405348502e+02, 2.982972413793103442e+03
3.532922492461578940e+02, 3.062066379310344928e+03
3.536707498485368433e+02, 2.949074999999999818e+03
3.540492080413820304e+02, 3.066586034482758805e+03
3.544276238184040153e+02, 3.141160344827586414e+03
3.548059971733132443e+02, 3.120821896551723967e+03
3.551843280998201067e+02, 3.188616724137931214e+03
3.555626165916351624e+02, 3.154719310344827591e+03
3.559408626424688578e+02, 3.199915862068965453e+03
3.563190662460316389e+02, 3.091444137931034675e+03
3.566972273960340090e+02, 3.091444137931034675e+03
3.570753460861864710e+02, 3.048507413793103296e+03
3.574534223101993007e+02, 3.043987758620689874e+03
3.578314560617831717e+02, 3.062066379310344928e+03
3.582094473346484733e+02, 2.976192931034482626e+03
3.585873961225056519e+02, 3.021389482758620488e+03
3.589653024190650967e+02, 3.037208275862069058e+03
3.593431662180374815e+02, 3.075625344827586105e+03
3.597209875131331387e+02, 3.093703965517241159e+03
3.600987662980625146e+02, 3.159238965517241468e+03
3.604765025665361122e+02, 3.172797931034482644e+03
3.608541963122644347e+02, 3.170538103448275706e+03
3.612318475289579283e+02, 3.330985862068965616e+03
